樣品編號,食品分類,樣品名稱,修正熱量(kcal),水分(g),粗蛋白(g),粗脂肪(g),總碳水化合物(g),膳食纖維(g),鈉(mg),鉀(mg),鈣(mg),鎂(mg),鐵(mg),鋅(mg),維生素A總量(IU),維生素E總量(mg),維生素B1(mg),維生素B2(mg),菸鹼素(mg),維生素B6(mg),維生素C(mg)
P0800101,調味料及香辛料類,味醂,220,44.8,0.5,0,54.5,0,108,6,2,2,0,0,0,0,0.01,0.01,3.71,0.01,0.0
P0800201,調味料及香辛料類,鮮味露,74,54.5,20.1,0.1,0,0.1,7803,407,4,7,0.4,0.1,0,0,0,0,0,0.88,0
P0800301,調味料及香辛料類,蠔油,156,45.6,6.5,0.1,32.2,0.1,5847,174,31,103,6.4,0.3,1,0.08,0,0.03,0.58,0.22,0
P0800401,調味料及香辛料類,魚露,64,62.6,10.2,0.2,5.3,0,8908,204,10,89,0.8,0,0,0,0,0.06,2.80,0,0.6
P0900101,調味料及香辛料類,紅辣椒油,899,0.1,0,99.8,0.1,0,0,0,1,0,0.1,0.1,1113,88.56,0.01,0,0,0,0.0
P0900201,調味料及香辛料類,香油,883,0.1,0,99.9,0,0,0,0,0,0,0,0,0,42.05,0,0,0,0,0
P0900301,調味料及香辛料類,蝦油,55,64.0,7.4,0.1,6.4,0.4,8411,272,39,184,1.4,0.8,7,0,0.01,0.04,2.59,0.14,0.0
P1000101,調味料及香辛料類,干貝醬,555,20,16.7,51.0,8.0,1.5,1109,203,116,54,2.5,1.4,349,32.60,0.03,0.09,1.80,0.31,3.2
P1000201,調味料及香辛料類,牛肉醬,505,18.3,17.0,38.9,22.2,1.0,989,248,24,34,3.1,3.5,1123,24.11,0.03,0.19,2.65,0.18,2.6
P1000301,調味料及香辛料類,肉燥,397,46.0,9.5,38.1,4.2,0,941,294,9,21,1.3,0.2,69,0.34,0.06,0.10,1.88,0.29,0
P1000401,調味料及香辛料類,素肉燥,477,29.3,12.4,42.6,12.5,2.9,1056,114,9,37,2.4,1.1,0,16.14,0.07,0.08,1.25,0.10,0
P1000501,調味料及香辛料類,義式乳酪醬,209,64.4,8.8,17.0,6.9,3.3,403,117,499,21,0.3,1.8,724,0.49,0.07,0.40,0.51,0.01,0.0
P1000601,調味料及香辛料類,炸醬,386,33.0,14.6,34.7,6.7,5.7,3545,467,83,66,3.4,1.2,118,125.41,0.01,0.19,1.01,0.09,0.0
P1000701,調味料及香辛料類,素食炸醬,382,35.2,13.9,35.3,4.5,4.6,3474,433,84,70,2.2,1.1,166,2.22,0.02,0.19,0.74,0.05,0.0
P1000801,調味料及香辛料類,海苔醬,218,37.8,6.4,0,49.3,2.3,1985,312,41,51,3.5,1.0,118,0,0.03,0.35,0.68,0.23,0
P1000901,調味料及香辛料類,麻醬,620,0.9,20.8,52.8,21.3,11.8,4,529,794,287,20.4,4.3,26,19.72,0.11,0.24,3.94,0.58,3.2
P1001001,調味料及香辛料類,速食乾麵麻醬包,667,5.0,13.2,64.0,11.8,4.9,1716,286,402,160,2.8,2.3,99,18.20,2.39,0.25,3.04,0.38,0.0
P1001101,調味料及香辛料類,白醬,59,86.3,1.2,3.2,6.8,1.4,934,48,27,5,0.3,0.2,57,1.49,0,0.04,0.01,0.06,39.4
P1001201,調味料及香辛料類,青醬,79,82.8,0.9,5.4,7.7,2.3,1211,67,39,11,1.1,0.2,162,4.11,0,0.05,0.08,0.05,6.7
P1001301,調味料及香辛料類,蕃茄義大利麵醬,67,83.1,3.2,2.5,8.9,1.6,768,217,20,14,0.6,0.4,1293,2.63,0.05,0.04,0.71,0.26,8.5
P1001401,調味料及香辛料類,五味醬,138,60.9,1.3,0.8,31.9,1.0,1947,190,16,14,0.6,0.2,649,1.53,0.03,0.03,0.22,0.25,0.0
P1001501,調味料及香辛料類,牛排醬,128,61.7,2.5,0,30.1,1.3,2113,121,16,19,1.2,0.6,5,0,0.01,0.02,0,0.05,0
P1001601,調味料及香辛料類,羊肉爐醬,128,68.6,7.3,7.2,8.9,1.1,2945,152,173,28,1.4,0.8,194,4.43,0.01,0.14,0.17,0.19,0.0
P1001701,調味料及香辛料類,沙茶醬,721,5.4,10.2,71.8,10.4,3.7,421,355,202,56,4.0,1.7,155,40.72,0.01,0.08,2.03,0.44,0
P1001801,調味料及香辛料類,素沙茶醬,665,8.6,7.6,66.0,11.4,2.8,1991,212,134,67,3.4,1.2,49,86.75,0.05,0.12,1.52,0.29,0
P1001901,調味料及香辛料類,黃芥茉醬,64,82.4,4.1,3.7,6.2,5.1,1154,134,55,51,1.6,0.7,235,1.47,0.09,0.05,0.60,0.08,0.0
P1002001,調味料及香辛料類,山葵醬,328,22.0,1.1,5.9,70.2,5.3,265,38,22,7,0.9,0.2,0,3.34,0.01,0.12,0.06,0.05,0.0
P1002101,調味料及香辛料類,金桔醬,80,74.8,0.5,0.4,19.5,2.1,1750,82,34,11,5.6,0.8,83,1.63,0.05,0.04,0.14,0.03,9.9
P1002201,調味料及香辛料類,海鮮醬,226,39.2,1.8,2.2,50.3,1.4,2271,133,15,18,0.6,0.3,45,9.84,0.01,0.12,0.22,0.09,0.0
P1002301,調味料及香辛料類,烤肉醬,155,54.2,5.2,0.8,32.1,0.7,2604,269,21,44,2.0,0.6,21,15.89,0.03,0.21,0.77,0.46,0
P1002401,調味料及香辛料類,排骨醬,218,39.1,2.3,4.4,43.1,1.4,4196,278,6,25,2.0,0.4,179,1.09,0.04,0.09,0.43,0.29,0
P1002501,調味料及香辛料類,甜辣醬,115,65.5,1.0,0,28.1,0.6,1968,123,9,14,1.0,0.2,384,1.00,0.03,0.04,0.46,0.13,0
P1002601,調味料及香辛料類,甜麵醬,212,43.9,4.5,2.4,44.0,1.7,1870,179,24,32,1.4,0.5,0,4.37,0.01,0.21,0,0.05,0
P1002701,調味料及香辛料類,朝鮮醬,102,72.6,1.6,2.3,19.7,1.8,1502,127,5,14,1.7,0.2,72,0.74,0.02,0.02,19.70,0.10,0
P1002801,調味料及香辛料類,黑胡椒醬,114,66.9,2.5,0.5,25.5,1.5,1762,115,41,16,0.5,0,0,0,0,0,0,0,0.0
P1002901,調味料及香辛料類,日式照燒醬,227,38.9,3.0,0.5,52.6,0.1,1840,168,10,24,0.8,0.5,23,0,0.01,0.11,0.70,0.05,0.0
P1003001,調味料及香辛料類,蒜蓉醬,279,51.8,4.2,20,21.2,1.2,817,220,11,13,0.7,0.5,2,10.68,0.08,0.04,0.44,0.50,0
P1003101,調味料及香辛料類,辣蒜蓉醬,69,72.1,2.3,4.2,7.8,4.5,5043,260,8,43,2.2,0.3,3150,4.90,0.05,0.13,1.24,0.50,0
P1003201,調味料及香辛料類,辣椒醬,73,68.9,2.6,2.9,11.5,4.7,4948,226,37,44,1.8,0.3,1627,30.03,0.03,0.11,0.77,0.82,0
P1003301,調味料及香辛料類,蔥醬,145,68.1,2.2,6.8,19.5,1.8,1122,151,22,20,1.1,0.4,400,7.49,0.06,0.07,0.41,0.02,0.0
P1003401,調味料及香辛料類,糖醋醬,129,65.4,1.9,2.6,25.1,0.7,1858,193,8,12,1.5,0.2,320,17.16,0.03,0.02,0.30,0.33,0
P1003501,調味料及香辛料類,蕃茄醬,111,67.8,1.6,0.1,26.7,1.4,1116,392,11,21,0.8,0.2,313,9.22,0.06,0.06,0.16,0.22,0
P1003601,調味料及香辛料類,薑蓉醬,61,85.1,1.0,2.6,9.4,1.7,646,199,6,25,1.0,0.4,0,2.85,0.02,0.03,0.68,0.14,0
P1003701,調味料及香辛料類,蘑菇醬,56,87.3,1.5,2.4,7.7,1.3,355,90,6,9,0.5,0.1,142,1.50,0.03,0.03,0.02,0.33,0
P1003801,調味料及香辛料類,米豆醬,123,59.7,7.4,3.0,17.9,2.5,435,411,55,75,1.9,1.1,0,3.87,0.07,0.22,1.21,0.12,0
P1003901,調味料及香辛料類,蒜味豆豉醬,264,44.9,9.5,17.0,19.7,2.7,3150,380,44,52,4.7,1.0,74,7.02,0.03,0.21,0.50,0.95,0
P1004001,調味料及香辛料類,豆酥醬,660,9.0,12.2,64.5,10.4,5.6,1207,265,87,66,2.6,1.5,11,24.04,0.04,0.05,0.68,0.07,0.0
P1004101,調味料及香辛料類,豆瓣醬,170,51.8,14.2,8.1,12.2,4.1,5042,689,19,92,3.1,1.3,0,6.12,0.08,0.43,1.40,0.88,0
P1004201,調味料及香辛料類,辣豆瓣醬,90,66.4,4.5,3.3,13.1,5.2,4380,354,27,48,3.4,0.6,2377,5.76,0.07,0.21,1.09,0.18,0
P1004301,調味料及香辛料類,紅麴醬,161,52.5,4.6,0.5,35.0,1.2,2687,37,6,16,0.5,0.8,0,0.18,0.05,0.20,0.63,0.05,0.0
P1004401,調味料及香辛料類,韭花醬,24,79.5,2.1,0.3,4.5,2.7,5063,295,61,47,3.2,0.3,3561,1.90,0.04,0.14,0.61,0.19,0.0
P1004501,調味料及香辛料類,香椿醬,497,34.8,8.1,51.7,2.3,5.0,962,305,160,59,4.1,1.3,2421,35.55,0.02,0.19,0.66,0.15,0.0
P1004601,調味料及香辛料類,麻婆醬,185,59.2,2.9,9.5,23.1,2.6,1753,167,9,28,6.3,0.3,598,5.24,0.08,0.06,0.61,0.78,0
P1004701,調味料及香辛料類,蝦醬,99,46.4,19.6,1.7,1.3,0,10132,406,1077,277,13.8,0.4,361,2.64,0.01,0.14,2.54,0.21,0
P1100101,調味料及香辛料類,沙拉醬,644,19.5,1.9,65.7,11.4,0.1,980,108,10,3,0.5,0.7,129,30.78,0.01,0.05,0,0,0.0
P1100201,調味料及香辛料類,無蛋沙拉醬,479,33.8,1.8,44.0,19.0,0,549,9,4,2,0,0.1,94,31.65,0,0.02,2.27,0,0
P1100301,調味料及香辛料類,千島沙拉醬,514,31.1,1.0,49.3,16.7,0.4,631,61,10,4,0.3,0.2,261,10.34,0.02,0.04,0.07,0.03,0.0
P1100401,調味料及香辛料類,和風沙拉醬,128,63.3,2.1,1.7,26.3,0.3,2853,158,15,21,0.5,0.4,16,0.76,0.01,0.15,0.39,0,0.0
P1100501,調味料及香辛料類,凱撒沙拉醬,336,48.4,1.4,29.1,17.3,0.4,1275,74,21,12,0.6,0.6,171,23.43,0.04,0.05,0.17,0.04,0.0
P1200101,調味料及香辛料類,味噌,206,40.1,10.6,4.5,33.1,4.5,4153,345,43,57,1.8,1.2,0,4.55,0.10,0.14,0.38,0.17,0.0
P1300101,調味料及香辛料類,法式奶酥醬,596,7.3,6.7,46.5,37.6,0,177,331,200,18,0.4,0.6,979,10.72,0.04,0.46,0.03,0.09,0.1
P1300201,調味料及香辛料類,巧克力醬(液體),272,31.2,2.0,0.8,65.4,2.1,68,185,15,43,2.4,1.1,0,0.23,0.04,0.06,0.06,0.33,0.0
P1300301,調味料及香辛料類,草莓果醬,269,33.3,0.4,1.2,65.0,1.6,22,53,7,5,0.3,0.1,0,0.84,0,0.03,0.25,0.01,0.0
P1300401,調味料及香辛料類,葡萄果醬,258,37.0,0,1.9,60.9,1.5,52,12,6,3,0.6,0.1,0,0,0,0.03,0.52,0,0.0
P1300501,調味料及香辛料類,柚子果醬,263,33.7,0.6,0.8,64.5,2.4,81,102,15,5,0,0,0,0.72,0.04,0,0,0,47.4
P1300601,調味料及香辛料類,桑葚果醬,225,43.4,0.9,0.4,54.9,1.1,1,121,32,9,0.4,0.4,0,2.25,0.01,0.09,3.75,0.04,0.0
P1300701,調味料及香辛料類,白芝麻麵包醬,665,0.5,20,60.4,15.3,10,30,508,636,230,9.8,3.7,0,197.70,0.10,0.23,3.75,0.33,0.0
P1300801,調味料及香辛料類,黑芝麻麵包醬,653,1.9,10.6,57.4,27.0,6.8,107,250,637,189,5.0,2.4,0,189.90,0.07,0.12,2.96,0.24,0.0
P1300901,調味料及香辛料類,花生醬,635,1.0,24.0,54.3,17.9,10.6,306,572,22,173,2.4,2.8,0,21.59,0.07,0.10,11.76,0.61,1.1
P1301001,調味料及香辛料類,洋蔥麵包醬,273,61.7,1.0,26.1,9.5,1.9,535,128,13,9,1.3,0.2,0,8.31,0.03,0,0.20,0.06,0
P1301101,調味料及香辛料類,法式香蒜醬,790,8.4,1.1,85.7,3.8,0.5,477,58,9,4,0.3,0.2,820,16.81,0.01,0,0.18,0.11,0.0
P1400101,調味料及香辛料類,液體奶精,262,66.4,3.9,26.3,2.5,0,217,44,20,2,0.2,0.3,3,0.86,0.01,0.03,0,0.07,0.2
P1400201,調味料及香辛料類,奶精粉,544,2.7,2.2,33.0,59.5,0,158,846,1,1,0.2,0.1,0,0.77,0,0.02,0.50,0,0.0
P1400301,調味料及香辛料類,奶精粉(低脂),450,3.8,2.1,15.7,75.2,0,99,1006,2,2,0.1,0.1,0,1.95,0.01,0.01,0,0,0.0
P1500101,調味料及香辛料類,炸排粉,340,8.8,11.9,1.8,70,1.8,2927,125,18,34,1.7,0.7,0,1.75,0.09,0.06,0.80,0.11,0
P1500201,調味料及香辛料類,炸雞粉,320,7.8,8.3,1.7,71.0,6.2,3790,220,19,61,2.7,0.8,68,1.90,0.13,0.08,2.73,0.15,0
P1500301,調味料及香辛料類,蒸肉粉(五香),345,9.9,10.3,1.1,74.8,2.4,1211,555,9,45,2.1,0.2,3,0.21,0.08,0.04,0.61,0.18,0
P1500401,調味料及香辛料類,熱狗粉,352,10.4,8.4,0.9,78.4,1.4,315,191,8,26,0.4,0.2,0,0.26,0.11,0,1.43,0.06,0
P1500501,調味料及香辛料類,麵包粉,365,8.4,14.4,1.5,74.6,2.5,256,129,20,36,1.8,1.1,0,0.80,0.14,0.05,1.42,0.15,0.0
P1500601,調味料及香辛料類,酵母粉,304,5.9,46.3,0,40.4,21.3,140,1770,119,123,7.8,6.3,12,0,0.36,27.20,14.80,0.21,0.5
Q0100101,糕餅點心類,冷藏寧波年糕,218,45.5,3.9,0.6,49.7,0.6,62,22,4,8,0.5,0.6,0,0.19,0.02,0.01,0.62,0.03,0.0
Q0100201,糕餅點心類,冷藏甜年糕,241,39.9,2.3,0.4,57.2,0.5,15,21,6,8,0.2,0.2,0,0.02,0.01,0.01,0.17,0.02,0
Q0100301,糕餅點心類,冷藏廣式芋頭粿,107,74.0,2.1,1.6,21.5,1.0,242,46,5,8,0.4,0.5,3,0.26,0.02,0.01,0.33,0.01,0.0
Q0100401,糕餅點心類,冷藏廣式蘿蔔糕,109,74.4,2.2,2.3,20.4,0.9,251,31,6,7,0.4,0.3,7,0.25,0.02,0.01,0.49,0.06,1.2
Q0100501,糕餅點心類,包餡甜麻糬(紅豆),325,21.2,10,2.9,65.7,2.0,44,52,8,7,0.4,0.4,0,1.37,0.14,0.01,0,0.01,0.0
Q0200101,糕餅點心類,鹹麻糬,245,42.6,8.7,4.5,43.2,1.6,272,120,6,14,0.8,0.9,251,1.62,0.16,0.10,2.10,0.04,0.0
Q0300101,糕餅點心類,芋仔餅,347,26.1,4.6,12.1,56.6,3.3,8,260,16,24,1.7,1.9,68,1.07,0.07,0.03,0.60,0.07,0.0
Q0300201,糕餅點心類,月餅(棗泥),413,15.9,6.0,18.2,57.9,3.4,120,303,34,33,2.6,0.7,782,5.11,0.04,0.26,1.00,0.10,0.0
Q0300301,糕餅點心類,綠豆凸,386,20.9,6.9,15.9,55.8,3.9,14,184,17,25,1.0,0.6,37,0.93,0.02,0.03,0.70,0.09,2.5
Q0300401,糕餅點心類,蕃薯餅,327,30,3.9,10.6,54.9,1.6,24,211,17,21,1.4,0.4,152,2.71,0.06,0.03,0.40,0.11,0.0
Q0400101,糕餅點心類,車輪餅(紅豆),174,53.5,2.1,1.1,42.3,6.5,108,258,32,31,1.3,0.9,19,2.80,0.07,0.06,0,0.05,0.0
Q0400201,糕餅點心類,車輪餅(菜脯),176,59.7,1.4,5.7,31.6,3.9,467,108,64,23,0.9,0.9,13,3.39,0.06,0.07,0.38,0.08,0.0
Q0500101,糕餅點心類,太陽餅,459,10.3,5.3,20.5,63.6,0.4,3,88,17,13,0.8,0.3,28,2.11,0.07,0.03,0.70,0.03,0.0
Q0500201,糕餅點心類,牛舌餅,411,12.5,5.7,13.2,67.4,0.2,66,86,20,15,0.8,0.4,0,3.55,0.08,0.04,0.70,0.04,0.0
Q0500301,糕餅點心類,蛋黃芋頭酥,212,48.7,3.1,3.0,44.2,2.2,34,388,29,25,1.2,2.6,78,0.69,0.13,0.05,0.64,0.16,0.0
Q0500401,糕餅點心類,蛋黃酥,457,16.3,11.4,26.4,44.5,2.0,196,327,59,25,4.1,1.8,762,2.86,0.18,0.79,0.80,0.09,0.0
Q0500501,糕餅點心類,鳳梨酥,481,8.9,4.2,24.4,62.0,1.7,59,121,39,14,0.7,0.3,608,1.53,0.05,0.04,0.70,0.18,2.0
Q0500601,糕餅點心類,蘿蔔酥,421,18.5,7.5,20.9,52.3,3.3,72,220,17,31,1.3,0.5,18,9.54,0.04,0.06,1.00,0.08,0.8
Q0600701,糕餅點心類,鳳眼糕,377,6.2,3.8,0.8,89.0,0.7,1,45,7,6,1.8,0.9,13,0.01,0.02,0.07,0.80,0.03,0.0
Q0600801,糕餅點心類,米粩,441,6.4,2.6,13.7,76.9,0.5,34,35,90,10,1.1,0.4,0,0.41,0.02,0.02,0.30,0.02,0.0
Q0700101,糕餅點心類,可頌,448,18.3,7.3,26.1,47.1,2.1,360,122,36,23,0.7,1.1,552,5.06,0.19,0.17,1.15,0.04,0.0
Q0700201,糕餅點心類,泡芙(巧克力),585,1.4,10.3,40.4,46.2,2.1,146,332,167,46,1.6,1.4,697,5.34,0.10,0.41,0.40,0.11,0
Q0700301,糕餅點心類,蛋塔,373,32.4,4.1,21.7,41.1,1.5,85,116,73,14,1.0,0.9,668,3.33,0.08,0.23,0,0.03,0.0
Q0700401,糕餅點心類,蛋塔(葡式),373,37.8,3.7,25.8,31.9,1.2,119,96,58,10,0.8,0.8,964,2.58,0.08,0.20,0,0.03,0.0
Q0700501,糕餅點心類,鬆餅,254,37.8,3.2,2.6,55.1,1.4,228,142,105,13,0.4,0.5,72,0.62,0.07,0.16,0.33,0.01,0.0
Q0800101,糕餅點心類,冷凍馬拉糕,317,35.2,7.1,12.9,44.0,1.3,166,140,49,13,0.8,0.6,190,4.50,0.03,0.24,0.85,0.09,0
Q0800201,糕餅點心類,銅鑼燒,328,28.8,3.4,9.9,57.2,1.9,123,94,46,15,1.1,1.0,122,6.66,0.05,0.14,0.01,0.01,0.0
Q0800301,糕餅點心類,冷凍馬蹄條,186,52.8,4.2,1.9,40.1,4.4,277,71,8,19,0.5,0.4,0,0.39,0.06,0.01,0.60,0.05,0
Q0900101,糕餅點心類,乳酪蛋糕,294,51.8,7.0,21.3,19.1,0.7,153,133,74,10,0.7,0.7,870,0.89,0.04,0.27,0.18,0.12,0
Q0900201,糕餅點心類,海綿蛋糕(圓形),339,35.7,5.1,18.1,40.2,2.5,208,111,43,12,1.1,0.8,301,9.76,0.06,0.31,0.16,0.03,0.0
Q0900301,糕餅點心類,提拉米蘇(圓形),327,48.7,4.4,25.1,21.1,0.6,105,147,73,16,0.6,0.6,858,2.03,0.05,0.21,0,0.01,0.0
Q0900401,糕餅點心類,蜂蜜蛋糕(原味),345,31.0,6.5,14.5,47.4,0.6,76,109,29,11,1.1,0.8,167,4.49,0.05,0.21,0.18,0.16,0
Q0900501,糕餅點心類,蜂蜜蛋糕(巧克力),338,33.5,6.9,15.6,43.1,1.4,134,185,28,25,1.6,0.9,333,4.19,0.02,0.20,0.25,0.09,0
Q0900601,糕餅點心類,蜂蜜蛋糕(起司),351,33.8,7.4,18.1,39.9,0.7,170,111,31,11,1.1,0.8,482,3.90,0.05,0.26,0.26,0.06,0
Q1000101,糕餅點心類,土司,283,34.2,9.5,6.3,48.6,3.0,443,101,23,28,1.4,0.8,37,1.54,0.10,0.05,1.11,0.07,0.1
Q1000201,糕餅點心類,土司(含全穀粉),283,33.3,10,6.1,49.2,4.2,355,137,18,46,1.3,1.4,5,2.04,0.22,0.07,1.95,0.11,0.0
Q1000301,糕餅點心類,紅豆土司,313,31.9,9.2,10.2,47.7,3.0,290,172,52,29,1.7,1.1,240,5.76,0.06,0.15,0.62,0,0.0
Q1000401,糕餅點心類,奶酥麵包,374,24.3,9.1,15.7,49.8,1.1,215,105,30,21,0.6,0.6,103,1.41,0.08,0.14,1.00,0.03,0
Q1000501,糕餅點心類,肉鬆麵包,423,20,8.1,22.9,47.6,3.1,417,103,37,25,1.4,1.1,104,9.87,0.17,0.12,0.98,0.04,0.0
Q1000601,糕餅點心類,蜜糖甜甜圈(波/摩堤),395,25.7,2.0,20.7,50.6,0.7,389,61,40,5,0.4,0.3,48,7.31,0.03,0.07,0,0.01,0.0
Q1000701,糕餅點心類,糖粒甜甜圈(油炸),397,23.7,5.3,19.8,50.3,2.0,265,106,41,22,0.8,0.8,107,6.07,0.17,0.13,0.77,0.05,0.0
Q1000801,糕餅點心類,菠蘿麵包,376,22.5,9.2,15.0,51.5,0.9,204,197,97,26,0.7,0.7,233,1.77,0.08,0.28,1.10,0.05,0
Q1000901,糕餅點心類,葡萄乾奶酥麵包,299,32.1,8.4,7.9,50.4,3.3,251,190,96,24,0.8,0.7,166,3.73,0.09,0.11,0,0,0.4
Q1001001,糕餅點心類,漢堡包,316,27.4,9.1,7.4,54.9,3.0,286,131,35,42,1.2,1.1,156,1.45,0.34,0.11,1.21,0.07,0.0
Q1001101,糕餅點心類,餐包,361,26.3,7.2,14.9,50.5,2.0,206,136,59,28,1.0,0.8,344,3.38,0.19,0.13,0.80,0.04,0.0
Q2100101,糕餅點心類,仙草凍,19,95.0,0.9,0.1,3.7,0.4,71,24,2,1,0.2,0.1,0,0.01,0,0.01,0.02,0,0.0
Q2100201,糕餅點心類,咖啡凍,74,81.5,0.1,0.2,18.1,0.3,13,49,6,1,0.1,0.1,0,0,0,0,0,0.02,0.0
Q2100301,糕餅點心類,果凍,91,77.2,0,0.2,22.3,0.1,30,129,2,2,0.3,0.1,0,0,0,0,0,0,0
Q2100401,糕餅點心類,原味愛玉凍,1,99.3,0,0,0.4,0.3,13,167,3,2,0,0,0,0.01,0,0,0,0,0.0
Q2100501,糕餅點心類,檸檬愛玉凍,52,86.5,0,0,13.1,0,28,105,2,1,0,0,0,0,0,0,0,0,0.2
Q2102101,糕餅點心類,鮮奶布丁,110,78.2,3.0,5.1,13.1,0,54,141,81,9,0,0.4,312,0.08,0.03,0.22,0.26,0.06,0.9
Q2102201,糕餅點心類,烤布丁,138,73.7,4.7,7.1,13.8,0,63,135,118,11,0.4,0.6,139,0.73,0.04,0.29,0.57,0.09,0.0
Q2102301,糕餅點心類,黃布丁,110,76.3,2.3,3.5,17.3,0,66,117,57,8,0.1,0.3,113,0.09,0.06,0.25,1.20,0.02,0.0
Q2104101,糕餅點心類,豆花(花生),59,85.9,2.0,0.9,10.9,0.8,8,69,6,12,0.7,0.2,0,0.71,0.03,0.02,0.18,0.02,0.0
Q2104201,糕餅點心類,傳統豆花(未加糖),37,91.4,3.2,1.9,2.1,0.6,22,123,300,24,0.7,0,0,1.88,0.04,0,0,0,0.0
Q2106101,糕餅點心類,羊羹,282,28.4,3.0,0.7,67.6,3.1,38,44,15,12,1.7,1.1,17,0.71,0,0,0.40,0.02,3.1
Q2200101,糕餅點心類,巧克力冰淇淋,192,64.2,4.2,10.6,19.9,0,80,288,68,26,1.7,0.6,0,0.23,0.04,0.23,1.00,0.01,0.0
Q2200201,糕餅點心類,香草冰淇淋,182,65.0,2.5,9.1,22.6,0,102,233,66,14,0.1,0.4,0,0.14,0.05,0.32,1.20,0.02,0.0
Q2200301,糕餅點心類,紅豆牛奶冰棒,152,66.7,3.5,4.9,24.3,1.7,25,168,72,15,0.4,0.5,43,1.02,0,0.15,0,0,0.1
Q2300101,糕餅點心類,花生仁湯,105,79.0,2.8,5.1,12.7,1.6,51,43,16,20,0.3,0.4,0,1.19,0.01,0.01,1.18,0.08,0.0
Q4100101,糕餅點心類,方塊酥,508,2.3,7.1,24.1,66.1,0.9,4,98,13,18,1.0,0.5,150,0.83,0.07,0.04,0.60,0.06,0.7
Q4100201,糕餅點心類,夾心餅乾(草莓),514,4.0,4.8,27.4,62.8,1.3,303,112,25,16,1.4,0.5,18,2.44,0.09,0.13,0.40,0.06,0
Q4100301,糕餅點心類,捲心酥,487,1.2,6.1,19.9,71.7,1.5,73,294,83,37,2.1,0.7,67,3.65,0.07,0.19,0.43,0,0.0
Q4100401,糕餅點心類,蛋捲(芝麻),547,3.4,6.8,33.3,55.5,1.1,225,114,34,16,1.3,0.6,478,1.69,0.08,0.23,0.40,0.07,0.0
Q4100501,糕餅點心類,煎餅,435,2.9,6.3,11.7,78.3,4.1,162,157,56,20,0.7,0.6,208,9.65,0.03,0.16,0.54,0.01,0.0
Q4100601,糕餅點心類,營養口糧,419,3.7,6.8,8.7,79.7,2.7,333,134,94,25,0.9,0.8,19,1.63,0.32,0.05,0.68,0.04,0.0
Q4100701,糕餅點心類,蘇打餅乾(蔬菜),506,1.7,7.8,24.7,64.5,2.8,388,141,20,25,1.2,0.7,80,7.94,0.15,0.06,0.91,0.07,0.0
Q4200101,糕餅點心類,玉米餅乾(原味),494,2.5,7.6,24.3,63.8,5.3,314,269,106,84,1.9,1.8,34,10.67,0.10,0,1.57,0.26,0.0
Q4200201,糕餅點心類,洋芋片,549,1.9,5.2,34.3,55.8,2.2,383,817,17,57,1.7,0.5,0,16.57,0.23,0.03,2.30,0.54,0.0
Q4200301,糕餅點心類,魚酥,564,1.7,8.3,36.6,50.3,0.1,695,150,275,18,2.7,0.4,87,12.15,0.01,0.06,0.50,0.25,0.0
Q4200401,糕餅點心類,零食泡麵,477,1.1,11.3,21.5,61.3,3.5,1872,124,25,29,0.9,0.7,44,12.21,0.08,0,0.66,0,0.0
Q4300101,糕餅點心類,雪餅,485,1.4,5.8,19.4,72.3,1.0,385,29,14,10,0.7,0.8,0,4.61,0.02,0.03,0.30,0.01,0.0
Q4900101,糕餅點心類,沙其馬,484,8.6,5.6,24.8,60.2,1.6,128,103,46,33,1.1,0.6,205,3.13,0.05,0.08,0.46,0.02,0.0
Q6100101,糕餅點心類,牛奶巧克力,546,1.6,9.4,32.6,54.0,0,101,757,250,79,3.3,1.5,40,3.07,0.09,0.68,0.35,0.10,0
Q6100201,糕餅點心類,花生牛奶巧克力,486,5.2,13.0,23.2,56.9,1.6,50,460,199,83,1.1,1.6,270,1.68,0.07,0.28,3.73,0.18,0
Q6100301,糕餅點心類,榛果牛奶巧克力,581,1.4,9.0,40.4,47.5,4.4,45,486,10,100,2.3,1.3,61,7.09,0.07,0.20,0.67,0.22,0
Q6100401,糕餅點心類,糖衣牛奶巧克力,479,1.7,4.8,18.6,73.6,1.0,61,289,97,57,0.3,0.7,110,0.23,0.06,0.14,0.16,0.09,0
Q6100501,糕餅點心類,代可可脂白巧克力,562,1.1,8.6,34.7,53.8,0,109,404,198,26,0.3,0.8,47,0.84,0.09,0.56,0,0.46,0
Q6100601,糕餅點心類,黑巧克力(85%),585,1.3,10.9,46.1,38.7,14.2,5,1024,86,286,10.6,4.0,37,8.08,0.16,0.16,1.37,0.31,0.0
Q6200101,糕餅點心類,白芝麻糖,512,1.3,8.4,26.2,62.9,4.5,4,201,11,172,3.3,2.8,12,13.26,0.17,0.08,2.55,0.22,0
Q6200201,糕餅點心類,黑芝麻糖,516,1.2,8.5,30.4,57.0,9.8,50,334,627,211,6.8,2.3,6,15.52,0.36,0.18,3.15,0.38,0
Q6200301,糕餅點心類,花生糖,556,1.7,17.9,35.3,43.3,3.0,183,421,12,134,2.1,2.6,8,1.45,0.17,0.07,10.06,0.38,0
Q6200401,糕餅點心類,花生貢糖,504,3.5,13.5,26.3,55.0,3.6,118,412,8,120,5.7,2.8,0,4.51,0.08,0.07,7.98,0.33,0
